timestamp(ms),ATT.DesRoll,ATT.Roll
1022422.416,7.7,5.08
1022522.416,7.02,8.82
1022622.416,-0.41,1.95
1022722.416,1.5,-0.54
1022822.416,8.96,6.93
1022922.416,6.43,8.77
1023022.416,-0.23,1.36
1023122.416,3.58,0.77
1023222.416,8.79,7.79
1023322.416,3.1,6.13
1023422.416,-1.56,-1.51
1023522.416,4.3,0.69
1023622.416,6.15,6.26
1023722.416,-1.57,1.2
1023822.416,-2.81,-4.13
1023922.416,3.65,1.23
1024022.416,1.38,3.17
1024122.416,-4.21,-3.35
1024222.416,0.83,-2.33
1024322.416,4.24,4.27
1024422.416,-2.04,0.9
1024522.416,-2.35,-3.34
1024622.416,3.73,2.12
1024722.416,0.19,2.7
1024822.416,-3.62,-3.53
1024922.416,2.29,-0.41
1025022.416,2.49,3.61
1025122.416,-3.35,-1.8
1025222.416,0.58,-1.94
1025322.416,3.45,3.76
1025422.416,-2.28,0.05
1025522.416,-0.89,-2.58
1025622.416,4.14,3.17
1025722.416,-0.74,1.68
1025822.416,-0.75,-1.84
1025922.416,4.7,3.53
1026022.416,0.34,2.86
1026122.416,-0.6,-1.3
1026222.416,4.96,3.55
1026322.416,1.18,3.65
1026422.416,0.22,-0.36
1026522.416,5.66,4.4
1026622.416,1.69,4.3
1026722.416,0.61,0.14
1026822.416,5.33,4.43
1026922.416,0.42,2.64
1027022.416,0.5,-0.71
1027122.416,4.41,3.66
1027222.416,-0.53,1.17
1027322.416,1.38,-0.57
1027422.416,4.13,4.11
1027522.416,-0.54,0.65
1027622.416,3.56,1.35
1027722.416,3.62,4.54
1027822.416,0.08,0.44
1027922.416,4.81,3.16
1028022.416,1.29,3.34
1028122.416,1.22,0.52
1028222.416,4.94,4.55
1028322.416,0.52,2.13
1028422.416,3.62,1.69
1028522.416,3.58,4.62
1028622.416,0.31,0.56
1028722.416,4.33,3.23
1028822.416,0.35,2.14
1028922.416,2.06,0.27
1029022.416,2.59,3.09
1029122.416,-1.01,-0.65
1029222.416,2.88,1.69
1029322.416,-0.72,1.05
1029422.416,0.98,-0.58
1029522.416,1.76,2.55
1029622.416,-0.5,-0.54
1029722.416,3.28,2.64
1029822.416,-0.37,1.07
1029922.416,3.02,1.47
1030022.416,1.54,3.21
1030122.416,1.89,1
1030222.416,3.95,4.4
1030322.416,1.16,1.51
1030422.416,4.59,3.98
1030522.416,1.06,2.23
1030622.416,4.21,2.71
1030722.416,1.87,3.32
1030822.416,3.56,2.01
1030922.416,3.21,4.23
1031022.416,2.45,1.57
1031122.416,4.03,4.2
1031222.416,1.64,1.45
1031322.416,4.31,3.99
1031422.416,1.43,1.66
1031522.416,4.56,3.74
1031622.416,1.6,2.26
1031722.416,4.59,3.49
1031822.416,1.65,2.56
1031922.416,4.46,3.19
1032022.416,2,3.06
1032122.416,4.58,3.29
1032222.416,2.15,3.36
1032322.416,4.33,3.13
1032422.416,1.81,2.93
1032522.416,3.89,2.56
1032622.416,1.33,2.23
1032722.416,3.48,2.23
1032822.416,0.85,1.77
1032922.416,2.98,1.85
1033022.416,0.42,1.18
1033122.416,2.91,2.25
1033222.416,0.5,1.02
1033322.416,3.03,2.44
1033422.416,0.81,1.08
1033522.416,2.96,2.93
1033622.416,1.35,1.15
1033722.416,2.44,3.13
1033822.416,2.09,1.43
1033922.416,1.51,2.7
1034022.416,2.56,1.48
1034122.416,1.01,2.02
1034222.416,3.25,2.64
1034322.416,1.22,1.76
1034422.416,3.01,3.09
1034522.416,1.56,1.36
1034622.416,1.84,2.74
1034722.416,2.53,1.49
1034822.416,0.92,1.8
1034922.416,2.86,2.36
1035022.416,1.11,1.24
1035122.416,2.27,2.72
1035222.416,2.54,1.6
1035322.416,1.12,2.05
1035422.416,2.84,2.26
1035522.416,1.39,1.28
1035622.416,2.12,2.74
1035722.416,2.94,2.21
1035822.416,1.07,1.65
1035922.416,2.37,2.36
1036022.416,1.58,0.82
1036122.416,0.75,1.46
1036222.416,2.22,1.76
1036322.416,1.05,0.65
1036422.416,0.91,1.6
1036522.416,2.28,1.64
1036622.416,1.05,0.93
1036722.416,1.23,2.07
1036822.416,2.5,2.02
1036922.416,1.37,1.32
1037022.416,1.17,2.18
1037122.416,1.44,2.18
1037222.416,1.44,1.07
1037322.416,1.05,1.76
1037422.416,2.33,2.19
1037522.416,1.97,1.31
1037622.416,0.81,1.36
1037722.416,1.1,1.69
1037822.416,1.74,1.06
1037922.416,0.66,0.55
1038022.416,0.68,1.25
1038122.416,2.02,1.75
1038222.416,2.01,1.41
1038322.416,0.9,1.2
1038422.416,1.05,1.63
1038522.416,1.88,1.54
1038622.416,1.42,0.62
1038722.416,0.42,0.45
1038822.416,0.33,0.79
1038922.416,1,0.67
1039022.416,0.95,0.03
1039122.416,0.05,-0.27
1039222.416,-0.5,-0.1
1039322.416,-0.16,0.01
1039422.416,0.31,-0.08
1039522.416,0.31,-0.5
1039622.416,-0.19,-0.31
1039722.416,-0.02,0.43
1039822.416,0.75,1.09
1039922.416,1.51,1.37
1040022.416,1.52,1.14
1040122.416,1.09,0.86
1040222.416,0.61,0.92
1040322.416,0.58,1.24
1040422.416,0.75,1.26
1040522.416,0.93,0.92
1040622.416,1.02,0.49
1040722.416,0.85,0.23
1040822.416,0.43,0.09
1040922.416,0.26,0.24
1041022.416,0.31,0.73
1041122.416,0.44,0.99
1041222.416,0.65,1.12
1041322.416,1.3,1.36
1041422.416,1.85,1.62
1041522.416,2.2,1.89
1041622.416,2.11,1.95
1041722.416,1.76,1.48
1041822.416,1.55,1.23
1041922.416,1.03,1
1042022.416,0.52,0.64
1042122.416,0.42,0.46
1042222.416,0.42,0.42
1042322.416,0.3,0.59
1042422.416,0.44,0.65
1042522.416,0.7,1.01
1042622.416,0.78,1.23
1042722.416,0.74,1.23
1042822.416,0.63,1.09
1042922.416,0.48,0.86
1043022.416,0.44,0.75
1043122.416,0.48,0.78
1043222.416,0.24,0.63
1043322.416,0.11,0.17
1043422.416,-0.02,0.01
1043522.416,0.18,-0.01
1043622.416,0.42,0.05
1043722.416,0.69,0.21
1043822.416,0.98,0.35
1043922.416,1.02,0.42
1044022.416,1.3,0.63
1044122.416,1.68,1.27
1044222.416,1.79,1.67
1044322.416,1.54,1.72
1044422.416,1.2,1.61
1044522.416,1.1,1.44
1044622.416,0.84,1.15
1044722.416,0.37,0.45
1044822.416,0.22,-0.14
1044922.416,0.23,-0.27
1045022.416,0.25,0.07
1045122.416,0.27,0.38
1045222.416,0.34,0.5
1045322.416,0.67,0.64
1045422.416,1.13,0.8
1045522.416,1.2,1.1
1045622.416,0.89,1.1
1045722.416,0.48,0.76
1045822.416,0.66,0.55
1045922.416,0.82,0.45
1046022.416,0.51,0.52
1046122.416,0.5,0.61
1046222.416,0.54,0.57
1046322.416,0.94,0.62
1046422.416,1,1
1046522.416,0.98,1.33
1046622.416,1.08,1.29
1046722.416,1.45,1.26
1046822.416,1.17,1.62
1046922.416,0.8,1.31
1047022.416,1.1,1.11
1047122.416,0.96,1.21
1047222.416,0.75,1.12
1047322.416,1.09,0.98
1047422.416,0.93,1.11
1047522.416,1,1.23
1047622.416,1.25,1.2
1047722.416,0.97,1.34
1047822.416,1,1.1
1047922.416,0.78,0.87
1048022.416,0.42,0.78
1048122.416,0.66,0.54
1048222.416,0.26,0.6
1048322.416,0.42,0.28
1048422.416,0.23,0.35
1048522.416,0.46,0.42
1048622.416,0.92,0.9
1048722.416,0.98,1.14
1048822.416,1.01,1.13
1048922.416,0.72,0.97
1049022.416,1.11,1.14
1049122.416,1.27,1.48
1049222.416,1.41,1.58
1049322.416,1.29,1.43
1049422.416,1.25,1.42
1049522.416,1.28,1.19
1049622.416,0.86,1.07
1049722.416,1.05,0.82
1049822.416,0.79,0.94
1049922.416,0.71,0.69
1050022.416,0.48,0.45
1050122.416,0.29,0.29
1050222.416,0.84,0.3
1050322.416,0.99,0.77
1050422.416,1.36,1.2
1050522.416,1.59,1.41
1050622.416,1.28,1.36
1050722.416,1.2,1.17
1050822.416,1.29,0.88
1050922.416,1.1,0.91
1051022.416,0.91,0.91
1051122.416,1.38,1.12
1051222.416,1.52,1.34
1051322.416,1.63,1.58
1051422.416,1.83,1.9
1051522.416,1.97,1.95
1051622.416,1.78,1.72
1051722.416,1.56,1.48
1051822.416,1.39,1.44
1051922.416,1.32,1.26
1052022.416,1.37,1.08
1052122.416,1.14,0.88
1052222.416,0.95,0.57
1052322.416,0.76,0.41
1052422.416,0.62,0.38
1052522.416,0.3,0.07
1052622.416,0.4,0.05
1052722.416,0.29,-0.03
1052822.416,0.54,0.11
1052922.416,1.06,0.59
1053022.416,1.6,1.31
1053122.416,1.81,1.66
1053222.416,1.9,1.89
1053322.416,1.83,1.77
1053422.416,1.71,1.62
1053522.416,1.63,1.52
1053622.416,1.7,1.55
1053722.416,1.8,1.82
1053822.416,1.85,1.94
1053922.416,1.57,1.82
1054022.416,1.53,1.51
1054122.416,1.96,1.79
1054222.416,2.04,1.98
1054322.416,1.7,1.62
1054422.416,1.37,1.27
1054522.416,1.05,0.95
1054622.416,0.77,0.83
1054722.416,0.62,0.71
1054822.416,0.71,0.65
1054922.416,0.8,0.84
1055022.416,0.64,0.95
1055122.416,0.41,0.78
1055222.416,0.5,0.57
1055322.416,0.6,0.72
1055422.416,0.57,0.93
1055522.416,0.75,1.03
1055622.416,1.14,1.33
1055722.416,0.82,1.29
1055822.416,0.43,0.76
1055922.416,0.45,0.51
1056022.416,0.6,0.72
1056122.416,0.79,0.76
1056222.416,1.03,1.06
1056322.416,1.3,1.27
1056422.416,1.1,1.34
1056522.416,1.05,1.23
1056622.416,0.79,1
1056722.416,0.58,0.7
1056822.416,0.52,0.59
1056922.416,0.56,0.6
1057022.416,0.34,0.56
1057122.416,0.39,0.57
1057222.416,0.28,0.48
1057322.416,0.55,0.71
1057422.416,0.56,0.78
1057522.416,0.8,1.13
1057622.416,0.55,1.06
1057722.416,0.52,0.72
1057822.416,0.91,1.15
1057922.416,1.12,1.37
1058022.416,1.35,1.58
1058122.416,1.39,1.71
1058222.416,1.47,1.75
1058322.416,1.43,1.74
1058422.416,1.19,1.52
1058522.416,0.84,1.09
1058622.416,0.49,0.7
1058722.416,0.21,0.39
1058822.416,-0.04,0.15
1058922.416,-0.14,-0.06
1059022.416,-0.09,-0.1
1059122.416,0.22,0.22
1059222.416,0.46,0.65
1059322.416,0.6,0.83
1059422.416,0.74,1
1059522.416,0.89,1.07
1059622.416,1.19,1.4
1059722.416,0.73,1.09
1059822.416,0.34,0.59
1059922.416,-0.32,-0.16
1060022.416,-0.28,-0.45
1060122.416,-0.15,-0.38
1060222.416,0.02,-0.19
1060322.416,0.06,-0.01
1060422.416,0.24,0.27
1060522.416,0.33,0.34
1060622.416,0.68,0.59
1060722.416,0.95,1.1
1060822.416,0.77,1.08
1060922.416,0.66,0.88
1061022.416,0.53,0.72
1061122.416,0.35,0.56
1061222.416,0.43,0.39
1061322.416,0.45,0.52
1061422.416,0.37,0.41
1061522.416,0.35,0.3
1061622.416,0.33,0.29
1061722.416,0.55,0.32
1061822.416,0.92,0.75
1061922.416,1.17,1.14
1062022.416,1.42,1.3
1062122.416,1.29,1.3
1062222.416,1.99,1.83
1062322.416,2.08,2.06
1062422.416,2.03,2.27
1062522.416,1.27,1.62
1062622.416,0.8,0.85
1062722.416,0.68,0.58
1062822.416,0.57,0.5
1062922.416,0.51,0.37
1063022.416,0.57,0.51
1063122.416,0.45,0.49
1063222.416,0.41,0.41
1063322.416,0.37,0.29
1063422.416,0.4,0.29
1063522.416,0.46,0.38
1063622.416,0.55,0.46
1063722.416,0.64,0.53
1063822.416,0.72,0.59
1063922.416,0.81,0.67
1064022.416,0.92,0.73
1064122.416,1.01,0.82
1064222.416,1.06,1.05
1064322.416,1.08,1.17
1064422.416,1.04,1.09
1064522.416,0.98,0.99
1064622.416,0.88,0.86
1064722.416,0.74,0.74
1064822.416,0.62,0.64
1064922.416,0.57,0.62
1065022.416,0.6,0.65
1065122.416,0.61,0.66
1065222.416,0.61,0.62
1065322.416,0.62,0.68
1065422.416,0.61,0.64
1065522.416,0.54,0.58
1065622.416,0.39,0.51
1065722.416,0.2,0.28
1065822.416,0.1,0.15
1065922.416,0.05,0.02
1066022.416,0.02,0.08
1066122.416,0.01,0.08
1066222.416,0,0.04
1066322.416,0,0.14
1066422.416,0,0.11
1066522.416,0.01,0.1
1066622.416,0,0.06
1066722.416,0,0
1066822.416,0,0.02
1066922.416,0.2,0.11
1067022.416,0.5,0.26
1067122.416,0.81,0.67
1067222.416,0.99,0.93
1067322.416,1.14,1.15
1067422.416,1.25,1.34
1067522.416,1.34,1.43
1067622.416,1.43,1.48
1067722.416,1.44,1.45
1067822.416,1.41,1.44
1067922.416,1.31,1.33
1068022.416,1.21,1.19
1068122.416,1.12,1.03
1068222.416,1.04,0.94
1068322.416,0.94,0.89
1068422.416,0.84,0.79
1068522.416,0.76,0.59
