timestamp(ms),ATT.DesRoll,ATT.Roll
1068622.416,0.72,0.53
1068722.416,0.67,0.48
1068822.416,0.66,0.36
1068922.416,0.67,0.36
1069022.416,0.73,0.4
1069122.416,0.99,0.58
1069222.416,1.23,0.87
1069322.416,1.66,1.34
1069422.416,1.94,1.85
1069522.416,2.12,2.07
1069622.416,2.31,2.23
1069722.416,2.49,2.43
1069822.416,2.58,2.51
1069922.416,2.57,2.57
1070022.416,2.44,2.46
1070122.416,2.27,2.18
1070222.416,2.09,1.9
1070322.416,1.89,1.67
1070422.416,1.73,1.53
1070522.416,1.6,1.43
1070622.416,1.52,1.37
1070722.416,1.48,1.32
1070822.416,1.53,1.37
1070922.416,1.78,1.57
1071022.416,1.84,1.74
1071122.416,1.79,1.7
1071222.416,1.74,1.59
1071322.416,1.69,1.57
1071422.416,1.63,1.48
1071522.416,1.5,1.37
1071622.416,1.32,1.27
1071722.416,1.15,1.08
1071822.416,0.99,0.94
1071922.416,0.82,0.75
1072022.416,0.66,0.66
1072122.416,0.58,0.62
1072222.416,0.49,0.63
1072322.416,0.28,0.5
1072422.416,0.14,0.45
1072522.416,0.07,0.45
1072622.416,0.03,0.41
1072722.416,0.01,0.41
1072822.416,0,0.48
1072922.416,0,0.5
1073022.416,0,0.52
1073122.416,0,0.54
1073222.416,0,0.41
1073322.416,0,0.27
1073422.416,0,0.2
1073522.416,0,0.14
1073622.416,0,0.08
1073722.416,0,0.02
1073822.416,0,-0.04
1073922.416,0,-0.11
1074022.416,0,-0.08
1074122.416,0,-0.01
1074222.416,0,0.14
1074322.416,0,0.24
1074422.416,0,0.21
1074522.416,0,0.09
1074622.416,0,-0.02
1074722.416,0.09,-0.01
1074822.416,0.75,0.37
1074922.416,1.52,1.15
1075022.416,2.32,2.15
1075122.416,2.81,2.87
1075222.416,3.45,3.43
1075322.416,3.97,3.94
1075422.416,4.22,4.2
1075522.416,4.13,4.18
1075622.416,3.57,3.71
1075722.416,3.04,2.93
1075822.416,2.67,2.38
1075922.416,2.46,2.11
1076022.416,2.26,1.97
1076122.416,2.2,1.94
1076222.416,2.32,2.04
1076322.416,2.56,2.49
1076422.416,2.65,2.72
1076522.416,2.66,2.7
1076622.416,2.6,2.66
1076722.416,2.55,2.59
1076822.416,2.46,2.61
1076922.416,2.36,2.5
1077022.416,2.25,2.5
1077122.416,2.14,2.47
1077222.416,2.23,2.57
1077322.416,2.47,2.91
1077422.416,2.67,3.24
1077522.416,2.71,3.3
1077622.416,2.48,2.97
1077722.416,2.42,2.81
1077822.416,2.39,2.8
1077922.416,2.26,2.74
1078022.416,1.45,2.04
1078122.416,0.75,1.08
1078222.416,0.37,0.43
1078322.416,0.19,0.14
1078422.416,0.1,0
1078522.416,0.05,0
1078622.416,0.67,0.42
1078722.416,1.51,1.39
1078822.416,2.75,2.66
1078922.416,4.17,4.36
1079022.416,4.93,5.53
1079122.416,5.26,5.98
1079222.416,5.35,6.16
1079322.416,5.11,5.86
1079422.416,4.91,5.38
1079522.416,4.81,5.03
1079622.416,4.57,4.86
1079722.416,4.27,4.49
1079822.416,4.05,4.15
1079922.416,3.92,3.96
1080022.416,3.78,3.83
1080122.416,3.91,3.95
1080222.416,4.22,4.3
1080322.416,4.59,4.71
1080422.416,4.82,4.91
1080522.416,4.99,4.94
1080622.416,5.15,5.06
1080722.416,5.3,5.19
1080822.416,5.47,5.26
1080922.416,5.86,5.46
1081022.416,6.39,5.95
1081122.416,6.91,6.6
1081222.416,7.24,7.03
1081322.416,7.52,7.3
1081422.416,7.78,7.52
1081522.416,7.95,7.68
1081622.416,7.56,7.42
1081722.416,7.17,6.91
1081822.416,6.8,6.28
1081922.416,6.59,5.82
1082022.416,6.46,5.7
1082122.416,6.37,5.73
1082222.416,6.25,5.69
1082322.416,5.75,5.46
1082422.416,4.95,4.79
1082522.416,4.36,4.13
1082622.416,4.01,3.79
1082722.416,3.8,3.65
1082822.416,3.68,3.66
1082922.416,3.64,3.76
1083022.416,3.63,3.78
1083122.416,3.38,3.62
1083222.416,3.19,3.45
1083322.416,3.25,3.44
1083422.416,3.44,3.71
1083522.416,3.91,4.13
1083622.416,4.56,4.75
1083722.416,5.16,5.45
1083822.416,5.8,6.23
1083922.416,6.31,6.9
1084022.416,6.67,7.4
1084122.416,6.81,7.57
1084222.416,6.63,7.47
1084322.416,6.33,7.16
1084422.416,5.83,6.69
1084522.416,5.08,5.99
1084622.416,4.87,5.66
1084722.416,5.1,5.8
1084822.416,5.23,5.86
1084922.416,5.31,6.04
1085022.416,5.17,6.09
1085122.416,4.87,5.64
1085222.416,4.48,5.07
1085322.416,3.8,4.47
1085422.416,2.49,3.24
1085522.416,1.27,1.89
1085622.416,0.64,0.98
1085722.416,0.33,0.54
1085822.416,0.17,0.36
1085922.416,1.02,0.89
1086022.416,2.83,2.38
1086122.416,5.35,5.1
1086222.416,6.99,7.24
1086322.416,7.78,8.23
1086422.416,8.16,8.6
1086522.416,8.27,8.61
1086622.416,8.3,8.37
1086722.416,8.27,8.16
1086822.416,7.34,7.73
1086922.416,5.34,5.52
1087022.416,4.77,4.3
1087122.416,4.81,4.18
1087222.416,5.04,4.44
1087322.416,5.62,5.08
1087422.416,6.82,6.21
1087522.416,8.04,7.83
1087622.416,8.7,8.81
1087722.416,9.05,9.28
1087822.416,9.22,9.45
1087922.416,9.31,9.46
1088022.416,9.36,9.32
1088122.416,9.39,9.3
1088222.416,9.13,9.27
1088322.416,8.68,8.84
1088422.416,8.45,8.47
1088522.416,7.88,7.99
1088622.416,6.83,6.98
1088722.416,5.79,5.72
1088822.416,5.83,5.35
1088922.416,6.46,6.01
1089022.416,7.04,6.76
1089122.416,7.53,7.38
1089222.416,7.97,7.99
1089322.416,7.83,8.18
1089422.416,7.28,7.63
1089522.416,6.3,6.56
1089622.416,5.47,5.47
1089722.416,4.94,4.67
1089822.416,4.61,4.31
1089922.416,4.48,4.34
1090022.416,4.19,4.04
1090122.416,3.5,3.2
1090222.416,2.31,6.41
1090322.416,1.17,6.56
1090422.416,0.6,6.67
1090522.416,0.3,6.79
1090622.416,0.15,6.88
1090722.416,0.07,6.97
1090822.416,0.04,7.06
1090922.416,0.02,7.14
1091022.416,0.01,7.21
1091122.416,0,7.28
1091222.416,0,7.35
1091322.416,0,7.41
1091422.416,0,7.45
1091522.416,0,7.46
1091622.416,0,7.45
1091722.416,0,7.45
1091822.416,0,7.45
1091922.416,0,7.44
1092022.416,0,7.44
1092122.416,0,7.45
1092222.416,0,7.44
1092322.416,0,7.44
1092422.416,0,7.44
1092522.416,0,7.43
1092622.416,0,7.44
1092722.416,0,7.43
1092822.416,0,7.43
1092922.416,0,7.42
1093022.416,0,7.41
1093122.416,0,7.41
1093222.416,0,7.4
1093322.416,0,7.4
1093422.416,0,7.39
1093522.416,0,7.38
1093622.416,0,7.39
1093722.416,0,7.37
1093822.416,0,7.36
1093922.416,0,7.36
1094022.416,0,7.34
1094122.416,0,7.33
1094222.416,0,7.31
1094322.416,0,7.31
1094422.416,0,7.29
1094522.416,0,7.29
1094622.416,0,7.27
1094722.416,0,7.26
1094822.416,0,7.25
1094922.416,0,7.23
1095022.416,0,7.21
1095122.416,0,7.18
1095222.416,0,7.18
1095322.416,0,7.16
1095422.416,0,7.14
1095522.416,0,7.12
1095622.416,0,7.1
1095722.416,0,7.08
1095822.416,0,7.06
1095922.416,0,7.03
1096022.416,0,7.01
1096122.416,0,6.99
1096222.416,0,6.97
1096322.416,0,6.94
1096422.416,0,6.92
1096522.416,0,6.89
1096622.416,0,6.87
1096722.416,0,6.84
1096822.416,0,6.83
1096922.416,0,6.8
1097022.416,0,6.76
1097122.416,0,6.73
1097222.416,0,6.71
1097322.416,0,6.68
1097422.416,0,6.66
1097522.416,0,6.63
1097622.416,0,6.61
1097722.416,0,6.58
1097822.416,0,6.55
1097922.416,0,6.53
1098022.416,0,6.5
1098122.416,0,6.47
1098222.416,0,6.44
1098322.416,0,6.42
1098422.416,0,6.39
1098522.416,0,6.36
1098622.416,0,6.33
1098722.416,0,6.31
1098822.416,0,6.28
1098922.416,0,6.26
1099022.416,0,6.23
1099122.416,0,6.2
1099222.416,0,6.17
1099322.416,0,6.14
1099422.416,0,6.11
1099522.416,0,6.09
1099622.416,0,6.05
1099722.416,0,6.03
1099822.416,0,6
1099922.416,0,5.98
1100022.416,0,5.95
1100122.416,0,5.92
1100222.416,0,5.89
1100322.416,0,5.86
1100422.416,0,5.83
1100522.416,0,5.81
1100622.416,0,5.78
1100722.416,0,5.75
1100822.416,0,5.72
1100922.416,0,5.69
1101022.416,0,5.67
1101122.416,0,5.64
1101222.416,0,5.61
1101322.416,0,5.58
1101422.416,0,5.56
1101522.416,0,5.53
1101622.416,0,5.5
1101722.416,0,5.47
1101822.416,0,5.46
1101922.416,0,5.42
1102022.416,0,5.39
1102122.416,0,5.37
1102222.416,0,5.34
1102322.416,0,5.32
1102422.416,0,5.29
1102522.416,0,5.27
1102622.416,0,5.24
1102722.416,0,5.22
1102822.416,0,5.19
1102922.416,0,5.16
1103022.416,0,5.13
1103122.416,0,5.11
1103222.416,0,5.08
1103322.416,0,5.06
1103422.416,0,5.03
1103522.416,0,5.01
1103622.416,0,4.99
1103722.416,0,4.96
1103822.416,0,4.94
1103922.416,0,4.92
1104022.416,0,4.89
1104122.416,0,4.87
1104222.416,0,4.84
1104322.416,0,4.82
1104422.416,0,4.8
1104522.416,0,4.77
1104622.416,0,4.75
1104722.416,0,4.72
1104822.416,0,4.69
1104922.416,0,4.67
1105022.416,0,4.65
1105122.416,0,4.63
1105222.416,0,4.61
1105322.416,0,4.58
1105422.416,0,4.56
1105522.416,0,4.54
1105622.416,0,4.52
1105722.416,0,4.48
1105822.416,0,4.46
1105922.416,0,4.45
1106022.416,0,4.42
1106122.416,0,4.4
1106222.416,0,4.38
1106322.416,0,4.36
1106422.416,0,4.34
1106522.416,0,4.31
1106622.416,0,4.3
1106722.416,0,4.28
1106822.416,0,4.26
1106922.416,0,4.23
1107022.416,0,4.23
1107122.416,0,4.2
1107222.416,0,4.18
1107322.416,0,4.17
1107422.416,0,4.15
1107522.416,0,4.13
1107622.416,0,4.11
1107722.416,0,4.09
1107822.416,0,4.07
1107922.416,0,4.06
1108022.416,0,4.04
1108122.416,0,4.03
1108222.416,0,4.01
1108322.416,0,3.99
1108422.416,0,3.98
1108522.416,0,3.96
1108622.416,0,3.95
1108722.416,0,3.92
1108822.416,0,3.92
1108922.416,0,3.91
1109022.416,0,3.89
1109122.416,0,3.88
1109222.416,0,3.87
1109322.416,0,3.85
1109422.416,0,3.84
1109522.416,0,3.82
1109622.416,0,3.81
1109722.416,0,3.8
1109822.416,0,3.78
1109922.416,0,3.78
1110022.416,0,3.77
1110122.416,0,3.75
1110222.416,0,3.74
1110322.416,0,3.73
1110422.416,0,3.71
1110522.416,0,3.7
1110622.416,0,3.69
1110722.416,0,3.67
1110822.416,0,3.67
1110922.416,0,3.66
1111022.416,0,3.66
1111122.416,0,3.65
1111222.416,0,3.64
1111322.416,0,3.64
1111422.416,0,3.63
1111522.416,0,3.63
1111622.416,0,3.63
1111722.416,0,3.62
1111822.416,0,3.62
1111922.416,0,3.62
1112022.416,0,3.63
1112122.416,0,3.62
1112222.416,0,3.62
1112322.416,0,3.61
1112422.416,0,3.61
1112522.416,0,3.61
1112622.416,0,3.6
1112722.416,0,3.6
1112822.416,0,3.6
1112922.416,0,3.6
1113022.416,0,3.61
1113122.416,0,3.61
1113222.416,0,3.61
1113322.416,0,3.61
1113422.416,0,3.62
1113522.416,0,3.62
1113622.416,0,3.62
1113722.416,0,3.62
1113822.416,0,3.62
1113922.416,0,3.64
1114022.416,0,3.64
1114122.416,0,3.64
1114222.416,0,3.65
1114322.416,0,3.66
1114422.416,0,3.66
1114522.416,0,3.67
1114622.416,0,3.68
1114722.416,0,3.69
1114822.416,0,3.71
1114922.416,0,3.72
1115022.416,0,3.73
1115122.416,0,3.74
1115222.416,0,3.75
1115322.416,0,3.77
1115422.416,0,3.78
1115522.416,0,3.8
1115622.416,0,3.81
1115722.416,0,3.83
1115822.416,0,3.85
1115922.416,0,3.86
1116022.416,0,3.88
1116122.416,0,3.89
1116222.416,0,3.9
1116322.416,0,3.92
1116422.416,0,3.93
1116522.416,0,3.82
1116622.416,0,3.55
1116722.416,0,3.97
1116822.416,0,4.01
1116922.416,0,4.01
1117022.416,0,4.03
1117122.416,0,4.05
1117222.416,0,4.07
1117322.416,0,4.09
1117422.416,0,4.1
1117522.416,0,4.34
1117622.416,0,4.65
1117722.416,0,4.84
1117822.416,0,4.92
1117922.416,0,4.98
1118022.416,0,5
1118122.416,0,5.06
1118222.416,0,5.14
1118322.416,0,5.24
1118422.416,0,5.34
1118522.416,0,5.45
1118622.416,0,5.56
1118722.416,0,5.68
1118822.416,0,5.8
1118922.416,0,5.9
1119022.416,0,6.01
1119122.416,0,6.09
1119222.416,0,6.18
1119322.416,0,6.25
1119422.416,0,6.31
1119522.416,0,6.36
1119622.416,0,6.4
1119722.416,0,6.43
1119822.416,0,6.45
1119922.416,0,6.47
1120022.416,0,6.48
1120122.416,0,6.49
1120222.416,0,6.49
1120322.416,0,6.48
1120422.416,0,6.47
1120522.416,0,6.45
1120622.416,0,6.44
1120722.416,0,6.42
1120822.416,0,6.4
1120922.416,0,6.37
1121022.416,0,6.35
1121122.416,0,6.32
1121222.416,0,6.29
1121322.416,0,6.26
1121422.416,0,6.23
1121522.416,0,6.2
1121622.416,0,6.17
1121722.416,0,6.14
1121822.416,0,6.11
1121922.416,0,6.07
1122022.416,0,6.04
1122122.416,0,6.01
1122222.416,0,5.97
1122322.416,0,5.94
1122422.416,0,5.91
1122522.416,0,5.88
1122622.416,0,5.84
1122722.416,0,5.81
1122822.416,0,5.77
1122922.416,0,5.75
1123022.416,0,5.72
1123122.416,0,5.69
1123222.416,0,5.66
1123322.416,0,5.62
1123422.416,0,5.59
1123522.416,0,5.56
1123622.416,0,5.54
1123722.416,0,5.5
1123822.416,0,5.48
1123922.416,0,5.45
1124022.416,0,5.42
1124122.416,0,5.39
1124222.416,0,5.36
1124322.416,0,5.33
1124422.416,0,5.3
1124522.416,0,5.27
1124622.416,0,5.25
1124722.416,0,5.22
1124822.416,0,5.19
1124922.416,0,5.16
1125022.416,0,5.14
1125122.416,0,5.11
1125222.416,0,5.08
1125322.416,0,5.05
1125422.416,0,5.03
1125522.416,0,5
1125622.416,0,4.97
1125722.416,0,4.94
1125822.416,0,4.91
1125922.416,0,4.88
1126022.416,0,4.86
1126122.416,0,4.83
1126222.416,0,4.8
1126322.416,0,4.77
1126422.416,0,4.74
1126522.416,0,4.71
1126622.416,0,4.68
1126722.416,0,4.65
1126822.416,0,4.62
1126922.416,0,4.59
1127022.416,0,4.56
1127122.416,0,4.53
1127222.416,0,4.5
1127322.416,0,4.46
1127422.416,0,4.43
1127522.416,0,4.4
1127622.416,0,4.36
1127722.416,0,4.33
1127822.416,0,4.29
1127922.416,0,4.25
1128022.416,0,4.21
1128122.416,0,4.17
1128222.416,0,4.12
1128322.416,0,4.07
1128422.416,0,4.03
1128522.416,0,3.98
1128622.416,0,3.93
1128722.416,0,3.87
1128822.416,0,3.81
1128922.416,0,3.71
1129022.416,0,3.59
1129122.416,0,3.47
1129222.416,0,3.33
1129322.416,0,3.2
1129422.416,0,3.06
1129522.416,0,2.91
1129622.416,0,2.76
1129722.416,0,2.59
1129822.416,0,2.42
1129922.416,0,2.24
1130022.416,0,2.06
1130122.416,0,1.86
1130222.416,0,1.65
1130322.416,0,1.44
1130422.416,0,1.21
1130522.416,0,1.06
1130622.416,0,1.02
1130722.416,0,1.03
1130822.416,0,1.06
1130922.416,0,1.08
1131022.416,0,1.1
1131122.416,0,1.11
1131222.416,0,1.12
1131322.416,0,1.13
1131422.416,0,1.15
1131522.416,0,1.16
1131622.416,0,1.17
1131722.416,0,1.18
1131822.416,0,1.2
1131922.416,0,1.21
1132022.416,0,1.22
1132122.416,0,1.24
1132222.416,0,1.25
1132322.416,0,1.26
1132422.416,,
1132522.416,,
1132622.416,,
1132722.416,,
1132822.416,,
1132922.416,,
1133022.416,,
1133122.416,,
1133222.416,,
1133322.416,,
1133422.416,,
1133522.416,,
1133622.416,,
1133722.416,,
1133822.416,,
1133922.416,,
1134022.416,,
1134122.416,,
1134222.416,,
1134322.416,,
1134422.416,,
1134522.416,,
1134622.416,,
1134722.416,,
1134822.416,,
1134922.416,,
1135022.416,,
1135122.416,,
1135222.416,,
1135322.416,,
1135422.416,,
1135522.416,,
1135622.416,,
1135722.416,,
1135822.416,,
1135922.416,,
1136022.416,,
1136122.416,,
1136222.416,,
1136322.416,,
1136422.416,,
1136522.416,,
1136622.416,,
1136722.416,,
1136822.416,,
1136922.416,,
1137022.416,,
1137122.416,,
1137222.416,,
1137322.416,,
1137422.416,,
1137522.416,,
1137622.416,,
1137722.416,,
1137822.416,,
1137922.416,,
1138022.416,,
1138122.416,,
1138222.416,,
1138322.416,,
1138422.416,,
1138522.416,,
1138622.416,,
1138722.416,,
1138822.416,,
1138922.416,,
1139022.416,,
1139122.416,,
1139222.416,,
1139322.416,,
1139422.416,,
1139522.416,,
1139622.416,,
1139722.416,,
1139822.416,,
1139922.416,,
1140022.416,,
1140122.416,,
1140222.416,,
1140322.416,,
1140422.416,,
1140522.416,,
1140622.416,,
1140722.416,,
1140822.416,,
1140922.416,,
1141022.416,,
1141122.416,,
1141222.416,,
1141322.416,,
1141422.416,,
1141522.416,,
1141622.416,,
1141722.416,,
1141822.416,,
1141922.416,,
1142022.416,,
1142122.416,,
1142222.416,,
1142322.416,,
1142422.416,,
1142522.416,,
1142622.416,,
1142722.416,,
1142822.416,,
1142922.416,,
1143022.416,,
1143122.416,,
1143222.416,,
1143322.416,,
1143422.416,,
1143522.416,,
1143622.416,,
1143722.416,,
1143822.416,,
1143922.416,,
1144022.416,,
1144122.416,,
1144222.416,,
1144322.416,,
1144422.416,,
1144522.416,,
1144622.416,,
1144722.416,,
1144822.416,,
1144922.416,,
1145022.416,,
1145122.416,,
1145222.416,,
1145322.416,,
1145422.416,,
1145522.416,,
1145622.416,,
1145722.416,,
1145822.416,,
1145922.416,,
1146022.416,,
1146122.416,,
1146222.416,,
1146322.416,,
1146422.416,,
1146522.416,,
1146622.416,,
1146722.416,,
1146822.416,,
1146922.416,,
1147022.416,,
1147122.416,,
1147222.416,,
1147322.416,,
1147422.416,,
1147522.416,,
1147622.416,,
1147722.416,,
1147822.416,,
1147922.416,,
1148022.416,,
1148122.416,,
1148222.416,,
1148322.416,,
1148422.416,,
1148522.416,,
1148622.416,,
1148722.416,,
1148822.416,,
1148922.416,,
1149022.416,,
1149122.416,,
1149222.416,,
1149322.416,,
1149422.416,,
1149522.416,,
1149622.416,,
1149722.416,,
1149822.416,,
1149922.416,,
1150022.416,,
1150122.416,,
1150222.416,,
1150322.416,,
1150422.416,,
1150522.416,,
1150622.416,,
1150722.416,,
1150822.416,,
1150922.416,,
1151022.416,,
1151122.416,,
1151222.416,,
1151322.416,,
1151422.416,,
1151522.416,,
1151622.416,,
1151722.416,,
1151822.416,,
1151922.416,,
1152022.416,,
1152122.416,,
1152222.416,,
1152322.416,,
1152422.416,,
1152522.416,,
1152622.416,,
1152722.416,,
1152822.416,,
1152922.416,,
1153022.416,,
1153122.416,,
1153222.416,,
1153322.416,,
1153422.416,,
1153522.416,,
1153622.416,,
1153722.416,,
1153822.416,,
1153922.416,,
1154022.416,,
1154122.416,,
1154222.416,,
1154322.416,,
1154422.416,,
1154522.416,,
1154622.416,,
1154722.416,,
1154822.416,,
1154922.416,,
1155022.416,,
1155122.416,,
1155222.416,,
1155322.416,,
1155422.416,,
1155522.416,,
1155622.416,,
1155722.416,,
1155822.416,,
1155922.416,,
1156022.416,,
1156122.416,,
1156222.416,,
1156322.416,,
1156422.416,,
1156522.416,,
1156622.416,,
1156722.416,,
1156822.416,,
1156922.416,,
1157022.416,,
1157122.416,,
1157222.416,,
1157322.416,,
1157422.416,,
1157522.416,,
1157622.416,,
1157722.416,,
1157822.416,,
1157922.416,,
1158022.416,,
1158122.416,,
1158222.416,,
1158322.416,,
1158422.416,,
1158522.416,,
1158622.416,,
1158722.416,,
1158822.416,,
1158922.416,,
1159022.416,,
1159122.416,,
1159222.416,,
1159322.416,,
1159422.416,,
1159522.416,,
1159622.416,,
1159722.416,,
1159822.416,,
1159922.416,,
1160022.416,,
1160122.416,,
1160222.416,,
1160322.416,,
1160422.416,,
1160522.416,,
1160622.416,,
1160722.416,,
1160822.416,,
1160922.416,,
1161022.416,,
1161122.416,,
1161222.416,,
1161322.416,,
1161422.416,,
1161522.416,,
1161622.416,,
1161722.416,,
1161822.416,,
1161922.416,,
1162022.416,,
1162122.416,,
1162222.416,,
1162322.416,,
1162422.416,,
1162522.416,,
1162622.416,,
1162722.416,,
1162822.416,,
1162922.416,,
1163022.416,,
1163122.416,,
1163222.416,,
1163322.416,,
1163422.416,,
1163522.416,,
1163622.416,,
1163722.416,,
1163822.416,,
1163922.416,,
1164022.416,,
1164122.416,,
1164222.416,,
1164322.416,,
1164422.416,,
1164522.416,,
1164622.416,,
1164722.416,,
1164822.416,,
1164922.416,,
1165022.416,,
1165122.416,,
1165222.416,,
1165322.416,,
1165422.416,,
1165522.416,,
1165622.416,,
1165722.416,,
1165822.416,,
1165922.416,,
1166022.416,,
1166122.416,,
1166222.416,,
1166322.416,,
1166422.416,,
1166522.416,,
1166622.416,,
1166722.416,,
1166822.416,,
1166922.416,,
1167022.416,,
1167122.416,,
1167222.416,,
1167322.416,,
1167422.416,,
1167522.416,,
1167622.416,,
1167722.416,,
1167822.416,,
1167922.416,,
1168022.416,,
1168122.416,,
1168222.416,,
1168322.416,,
1168422.416,,
1168522.416,,
1168622.416,,
1168722.416,,
1168822.416,,
1168922.416,,
1169022.416,,
1169122.416,,
1169222.416,,
1169322.416,,
1169422.416,,
1169522.416,,
1169622.416,,
1169722.416,,
1169822.416,,
1169922.416,,
1170022.416,,
1170122.416,,
1170222.416,,
1170322.416,,
1170422.416,,
1170522.416,,
1170622.416,,
1170722.416,,
1170822.416,,
1170922.416,,
1171022.416,,
1171122.416,,
1171222.416,,
1171322.416,,
1171422.416,,
1171522.416,,
1171622.416,,
1171722.416,,
1171822.416,,
1171922.416,,
1172022.416,,
1172122.416,,
1172222.416,,
1172322.416,,
1172422.416,,
1172522.416,,
1172622.416,,
1172722.416,,
1172822.416,,
1172922.416,,
1173022.416,,
1173122.416,,
1173222.416,,
1173322.416,,
1173422.416,,
1173522.416,,
1173622.416,,
1173722.416,,
1173822.416,,
1173922.416,,
1174022.416,,
1174122.416,,
1174222.416,,
1174322.416,,
1174422.416,,
1174522.416,,
1174622.416,,
1174722.416,,
1174822.416,,
1174922.416,,
1175022.416,,
1175122.416,,
1175222.416,,
1175322.416,,
1175422.416,,
1175522.416,,
1175622.416,,
1175722.416,,
1175822.416,,
1175922.416,,
1176022.416,,
1176122.416,,
1176222.416,,
1176322.416,,
1176422.416,,
1176522.416,,
1176622.416,,
1176722.416,,
1176822.416,,
1176922.416,,
1177022.416,,
1177122.416,,
1177222.416,,
1177322.416,,
1177422.416,,
1177522.416,,
1177622.416,,
1177722.416,,
1177822.416,,
1177922.416,,
1178022.416,,
1178122.416,,
1178222.416,,
1178322.416,,
1178422.416,,
1178522.416,,
1178622.416,,
1178722.416,,
1178822.416,,
1178922.416,,
1179022.416,,
1179122.416,,
1179222.416,,
1179322.416,,
1179422.416,,
1179522.416,,
1179622.416,,
1179722.416,,
1179822.416,,
1179922.416,,
1180022.416,,
1180122.416,,
1180222.416,,
1180322.416,,
1180422.416,,
1180522.416,,
1180622.416,,
1180722.416,,
1180822.416,,
1180922.416,,
1181022.416,,
1181122.416,,
1181222.416,,
1181322.416,,
1181422.416,,
1181522.416,,
1181622.416,,
1181722.416,,
1181822.416,,
1181922.416,,
1182022.416,,
1182122.416,,
1182222.416,,
1182322.416,,
1182422.416,,
1182522.416,,
1182622.416,,
1182722.416,,
1182822.416,,
1182922.416,,
1183022.416,,
1183122.416,,
1183222.416,,
1183322.416,,
1183422.416,,
1183522.416,,
1183622.416,,
1183722.416,,
1183822.416,,
1183922.416,,
1184022.416,,
1184122.416,,
1184222.416,,
1184322.416,,
1184422.416,,
1184522.416,,
1184622.416,,
1184722.416,,
1184822.416,,
1184922.416,,
1185022.416,,
1185122.416,,
1185222.416,,
1185322.416,,
1185422.416,,
1185522.416,,
1185622.416,,
1185722.416,,
1185822.416,,
1185922.416,,
1186022.416,,
1186122.416,,
1186222.416,,
1186322.416,,
1186422.416,,
1186522.416,,
1186622.416,,
1186722.416,,
1186822.416,,
1186922.416,,
1187022.416,,
1187122.416,,
1187222.416,,
1187322.416,,
1187422.416,,
1187522.416,,
1187622.416,,
1187722.416,,
1187822.416,,
1187922.416,,
1188022.416,,
1188122.416,,
1188222.416,,
1188322.416,,
1188422.416,,
1188522.416,,
1188622.416,,
1188722.416,,
1188822.416,,
1188922.416,,
1189022.416,,
1189122.416,,
1189222.416,,
1189322.416,,
1189422.416,,
1189522.416,,
1189622.416,,
1189722.416,,
1189822.416,,
1189922.416,,
1190022.416,,
1190122.416,,
1190222.416,,
1190322.416,,
1190422.416,,
1190522.416,,
1190622.416,,
1190722.416,,
1190822.416,,
1190922.416,,
1191022.416,,
1191122.416,,
1191222.416,,
1191322.416,,
1191422.416,,
1191522.416,,
1191622.416,,
1191722.416,,
1191822.416,,
1191922.416,,
1192022.416,,
1192122.416,,
1192222.416,,
1192322.416,,
1192422.416,,
1192522.416,,
1192622.416,,
1192722.416,,
1192822.416,,
1192922.416,,
1193022.416,,
1193122.416,,
1193222.416,,
1193322.416,,
1193422.416,,
1193522.416,,
1193622.416,,
1193722.416,,
1193822.416,,
1193922.416,,
1194022.416,,
1194122.416,,
1194222.416,,
1194322.416,,
1194422.416,,
1194522.416,,
1194622.416,,
1194722.416,,
1194822.416,,
1194922.416,,
1195022.416,,
1195122.416,,
1195222.416,,
1195322.416,,
1195422.416,,
1195522.416,,
1195622.416,,
1195722.416,,
1195822.416,,
1195922.416,,
1196022.416,,
1196122.416,,
1196222.416,,
1196322.416,,
1196422.416,,
1196522.416,,
1196622.416,,
1196722.416,,
1196822.416,,
1196922.416,,
1197022.416,,
1197122.416,,
1197222.416,,
1197322.416,,
1197422.416,,
1197522.416,,
1197622.416,,
1197722.416,,
1197822.416,,
1197922.416,,
1198022.416,,
1198122.416,,
1198222.416,,
1198322.416,,
1198422.416,,
1198522.416,,
1198622.416,,
1198722.416,,
1198822.416,,
1198922.416,,
1199022.416,,
1199122.416,,
1199222.416,,
1199322.416,,
1199422.416,,
1199522.416,,
1199622.416,,
1199722.416,,
1199822.416,,
1199922.416,,
1200022.416,,
1200122.416,,
1200222.416,,
1200322.416,,
1200422.416,,
1200522.416,,
1200622.416,,
1200722.416,,
1200822.416,,
1200922.416,,
1201022.416,,
1201122.416,,
1201222.416,,
1201322.416,,
1201422.416,,
1201522.416,,
1201622.416,,
1201722.416,,
1201822.416,,
1201922.416,,
1202022.416,,
1202122.416,,
1202222.416,,
1202322.416,,
1202422.416,,
1202522.416,,
1202622.416,,
1202722.416,,
1202822.416,,
1202922.416,,
1203022.416,,
1203122.416,,
1203222.416,,
1203322.416,,
1203422.416,,
1203522.416,,
1203622.416,,
1203722.416,,
1203822.416,,
1203922.416,,
1204022.416,,
1204122.416,,
1204222.416,,
1204322.416,,
1204422.416,,
1204522.416,,
1204622.416,,
1204722.416,,
1204822.416,,
1204922.416,,
1205022.416,,
1205122.416,,
1205222.416,,
1205322.416,,
1205422.416,,
1205522.416,,
1205622.416,,
1205722.416,,
1205822.416,,
1205922.416,,
1206022.416,,
1206122.416,,
